88
544.0 53.0
581.0 54.0
581.0 89.0
581.0 130.0
583.0 169.0
584.0 205.0
586.0 240.0
588.0 275.0
550.0 281.0
537.0 244.0
523.0 204.0
505.0 170.0
481.0 139.0
450.0 113.0
413.0 97.0
367.0 90.0
323.0 92.0
287.0 105.0
258.0 131.0
235.0 164.0
218.0 199.0
207.0 240.0
202.0 282.0
199.0 324.0
198.0 372.0
201.0 415.0
204.0 457.0
214.0 499.0
230.0 542.0
254.0 576.0
286.0 602.0
330.0 615.0
370.0 613.0
407.0 595.0
439.0 569.0
454.0 528.0
460.0 488.0
461.0 446.0
454.0 409.0
417.0 409.0
378.0 409.0
376.0 372.0
424.0 372.0
473.0 372.0
523.0 372.0
569.0 371.0
618.0 370.0
669.0 370.0
671.0 413.0
631.0 411.0
591.0 410.0
591.0 450.0
590.0 486.0
589.0 521.0
589.0 563.0
590.0 604.0
594.0 643.0
548.0 646.0
529.0 608.0
512.0 575.0
475.0 605.0
440.0 626.0
399.0 645.0
351.0 656.0
298.0 652.0
247.0 643.0
200.0 625.0
154.0 599.0
116.0 565.0
84.0 522.0
62.0 481.0
50.0 432.0
46.0 376.0
45.0 327.0
50.0 278.0
62.0 238.0
79.0 197.0
107.0 162.0
137.0 129.0
172.0 101.0
210.0 77.0
260.0 57.0
310.0 52.0
358.0 51.0
405.0 56.0
456.0 70.0
500.0 92.0
522.0 73.0
