60 36
219.0 -322.0 
195.0 -287.0 
173.0 -252.0 
155.0 -213.0 
144.0 -172.0 
138.0 -132.0 
141.0 -91.0 
166.0 -64.0 
205.0 -75.0 
214.0 -111.0 
221.0 -148.0 
271.0 -145.0 
266.0 -100.0 
266.0 -55.0 
243.0 -22.0 
205.0 -0.0 
161.0 -2.0 
120.0 -19.0 
88.0 -48.0 
73.0 -90.0 
69.0 -133.0 
67.0 -177.0 
68.0 -221.0 
75.0 -264.0 
80.0 -308.0 
86.0 -360.0 
44.0 -351.0 
2.0 -340.0 
3.0 -388.0 
1.0 -436.0 
0.0 -483.0 
39.0 -486.0 
83.0 -489.0 
76.0 -535.0 
71.0 -578.0 
63.0 -622.0 
57.0 -665.0 
54.0 -709.0 
62.0 -752.0 
73.0 -794.0 
81.0 -837.0 
123.0 -823.0 
161.0 -802.0 
171.0 -759.0 
212.0 -742.0 
241.0 -709.0 
282.0 -693.0 
325.0 -695.0 
336.0 -652.0 
292.0 -647.0 
248.0 -644.0 
205.0 -636.0 
166.0 -616.0 
190.0 -585.0 
222.0 -555.0 
244.0 -518.0 
260.0 -480.0 
265.0 -439.0 
255.0 -396.0 
240.0 -357.0 
104.2 -157.3 
109.0 -199.9 
215.9 -675.8 
177.6 -661.0 
183.5 -706.6 
118.9 -241.7 
110.7 -283.9 
122.5 -325.6 
150.0 -283.9 
125.4 -776.6 
166.1 -331.5 
44.5 -399.0 
197.9 -359.1 
209.2 -481.5 
193.1 -532.0 
127.4 -368.7 
87.2 -403.4 
165.5 -385.3 
133.6 -418.1 
96.4 -445.5 
53.3 -444.2 
210.0 -400.0 
175.8 -439.4 
132.4 -468.6 
168.2 -491.7 
222.6 -440.1 
99.8 -743.4 
141.1 -723.4 
99.7 -692.3 
141.8 -667.8 
112.0 -641.9 
113.3 -602.3 
112.6 -556.7 
121.4 -512.6 
147.4 -581.6 
156.8 -544.2 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
