60
535.0 19.0
534.0 64.0
533.0 110.0
532.0 156.0
521.0 200.0
504.0 242.0
500.0 288.0
508.0 333.0
506.0 379.0
489.0 421.0
467.0 461.0
441.0 499.0
426.0 542.0
426.0 587.0
439.0 631.0
444.0 677.0
399.0 686.0
356.0 671.0
310.0 670.0
265.0 673.0
219.0 669.0
174.0 663.0
133.0 684.0
116.0 726.0
146.0 761.0
190.0 772.0
234.0 784.0
280.0 786.0
325.0 786.0
310.0 829.0
265.0 836.0
219.0 835.0
174.0 829.0
130.0 815.0
90.0 794.0
57.0 762.0
35.0 722.0
39.0 676.0
68.0 641.0
113.0 606.0
80.0 564.0
68.0 516.0
75.0 465.0
93.0 423.0
119.0 385.0
153.0 355.0
191.0 329.0
229.0 303.0
264.0 274.0
298.0 243.0
322.0 205.0
329.0 159.0
322.0 114.0
310.0 70.0
299.0 26.0
338.0 50.0
374.0 77.0
419.0 74.0
465.0 75.0
499.0 45.0
