60
732.0 769.0
696.0 806.0
649.0 831.0
598.0 845.0
545.0 850.0
489.0 850.0
439.0 837.0
395.0 816.0
450.0 783.0
496.0 756.0
538.0 726.0
576.0 694.0
613.0 651.0
635.0 603.0
636.0 551.0
624.0 500.0
606.0 451.0
559.0 473.0
507.0 473.0
455.0 469.0
402.0 465.0
350.0 466.0
308.0 442.0
359.0 416.0
332.0 387.0
279.0 398.0
241.0 432.0
209.0 411.0
238.0 370.0
255.0 327.0
218.0 290.0
166.0 294.0
114.0 288.0
127.0 227.0
152.0 179.0
184.0 138.0
228.0 108.0
239.0 52.0
292.0 94.0
325.0 45.0
364.0 92.0
417.0 93.0
468.0 81.0
519.0 72.0
571.0 70.0
622.0 82.0
665.0 111.0
699.0 151.0
714.0 201.0
728.0 252.0
723.0 304.0
698.0 350.0
673.0 396.0
691.0 445.0
721.0 487.0
752.0 530.0
779.0 574.0
781.0 627.0
770.0 678.0
757.0 725.0
