92 57
691.0 -355.0 
711.0 -336.0 
726.0 -309.0 
733.0 -277.0 
710.0 -260.0 
677.0 -261.0 
640.0 -257.0 
618.0 -231.0 
605.0 -203.0 
585.0 -172.0 
594.0 -141.0 
619.0 -116.0 
640.0 -84.0 
654.0 -52.0 
660.0 -18.0 
636.0 -8.0 
624.0 -40.0 
611.0 -70.0 
589.0 -91.0 
559.0 -115.0 
527.0 -131.0 
526.0 -97.0 
525.0 -67.0 
539.0 -35.0 
560.0 -9.0 
520.0 -12.0 
501.0 -41.0 
493.0 -82.0 
487.0 -122.0 
478.0 -158.0 
441.0 -165.0 
398.0 -159.0 
354.0 -157.0 
312.0 -163.0 
292.0 -135.0 
272.0 -109.0 
252.0 -82.0 
265.0 -53.0 
287.0 -31.0 
320.0 -26.0 
317.0 -0.0 
274.0 -3.0 
245.0 -22.0 
225.0 -48.0 
208.0 -78.0 
215.0 -115.0 
216.0 -153.0 
184.0 -139.0 
151.0 -124.0 
120.0 -108.0 
100.0 -83.0 
92.0 -53.0 
108.0 -22.0 
100.0 -1.0 
70.0 -21.0 
63.0 -56.0 
66.0 -97.0 
91.0 -135.0 
115.0 -165.0 
145.0 -195.0 
148.0 -237.0 
151.0 -276.0 
164.0 -310.0 
134.0 -336.0 
106.0 -364.0 
84.0 -393.0 
65.0 -424.0 
48.0 -459.0 
29.0 -489.0 
0.0 -510.0 
24.0 -525.0 
52.0 -515.0 
71.0 -486.0 
86.0 -453.0 
104.0 -420.0 
129.0 -392.0 
158.0 -364.0 
194.0 -347.0 
237.0 -340.0 
280.0 -340.0 
323.0 -333.0 
365.0 -329.0 
407.0 -323.0 
453.0 -322.0 
498.0 -330.0 
541.0 -338.0 
583.0 -333.0 
621.0 -344.0 
648.0 -365.0 
673.0 -401.0 
675.0 -368.0 
701.0 -392.0 
692.1 -295.6 
665.1 -328.3 
151.2 -158.1 
553.3 -151.3 
655.4 -292.5 
245.3 -129.1 
180.7 -175.0 
179.5 -215.9 
274.2 -162.0 
188.4 -252.0 
189.8 -286.2 
208.2 -314.5 
243.7 -171.4 
208.8 -193.4 
217.2 -233.9 
238.2 -207.6 
227.5 -274.5 
270.3 -203.8 
251.2 -305.9 
294.2 -303.5 
335.9 -298.7 
378.2 -298.1 
623.0 -313.2 
510.6 -157.6 
541.9 -183.0 
571.2 -218.7 
620.3 -281.8 
595.6 -255.3 
588.7 -294.3 
556.6 -304.7 
563.8 -265.2 
524.5 -292.7 
484.2 -297.6 
420.7 -292.8 
495.0 -263.7 
453.8 -276.1 
531.7 -213.6 
535.1 -247.9 
504.2 -229.9 
497.3 -193.7 
460.2 -196.9 
472.0 -232.8 
420.7 -196.1 
378.9 -192.2 
340.5 -194.4 
302.6 -194.5 
439.2 -234.7 
400.2 -227.2 
419.3 -260.1 
363.0 -231.0 
386.3 -266.7 
350.4 -265.9 
310.5 -268.0 
325.9 -230.6 
289.0 -235.8 
269.7 -273.2 
252.5 -241.5 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
